gene_name	ensgene	prize	type	direction	terminal	degree	betweenness	robustness	specificity	leiden_clusters	meta_cluster	source	location	general_process	specific_process	general_function	specific_function	log2FC_prot	log2FC_rna	gene_DS_status	Fig1_plot_group
IPO13	ENSG00000117408	0.31414590907471	protein	pos	TRUE	3	9.7243641499070003E-4	1	0.04	0	Nuclear/RBP/TF	protein	nucleus	localization	macromolecule localization	binding	protein binding	0.777226508352543	0.447209603466275	DS	DEP + DS
OPCML	ENSG00000183715	0.203498228036865	protein	neg	TRUE	3	3.9252955154425E-3	1	0.14	4	Synaptic/ neuron	protein	extracellular	cellular process	cell recognition	NA	NA	-0.543343786730015	-0.533151860327633	No DS	DEP + DEG, no DS
NCAM2	ENSG00000154654	0.324336784650913	protein	neg	TRUE	5	3.8655635015476001E-3	1	0.03	1	Nuclear/RBP/TF	protein	nucleus	biological adhesion	cell adhesion	binding	protein binding	-0.798767580818975	-0.340744715810848	No DS	DEP + DEG, no DS
CKMT1A	ENSG00000223572	0.0924818963844396	protein	neg	TRUE	6	1.7349160499069999E-3	1	0.08	4	Synaptic/ neuron	protein	mitochondria	metabolic process	cellular metabolic process	catalytic	transferase	-0.308681825920033	-0.138546001162885	No DS	DEP, no DEG, no DS
MVP	ENSG00000013364	0.109683228056109	protein	neg	TRUE	7	5.0918015546737999E-3	0.75	0.03	9	Synaptic/ neuron	protein	extracellular	biological regulation	regulation of biological process	binding	protein binding	-0.345041325090429	4.85874060098869	No DS	DEP + DEG, no DS
BAIAP2	ENSG00000175866	0.279697912927603	protein	pos	TRUE	15	4.4464637424962003E-3	1	0.16	8	Synaptic/ neuron	protein	plasma_membrane	cellular process	cellular response to stimulus	binding	protein binding	0.704411687311945	-0.0005761617309856	No DS	DEP, no DEG, no DS
STMN1	ENSG00000117632	0.510725396050571	protein	pos	TRUE	9	3.1333657438317002E-3	1	0.03	5	Synaptic/ neuron	protein	extracellular	biological regulation	regulation of biological process	binding	protein binding	1.19274850572137	-0.034288959952113	No DS	DEP, no DEG, no DS
SRGAP1	ENSG00000196935	0.146715226446815	protein	neg	TRUE	8	1.1762444809535E-3	1	0.03	8	Synaptic/ neuron	protein	cytoplasm	biological regulation	regulation of biological process	binding	protein binding	-0.423318108566596	-0.275172721004379	No DS	DEP + DEG, no DS
UFL1	ENSG00000014123	0.219478623101664	protein	pos	TRUE	51	5.0428933415162497E-2	1	0.01	1	Nuclear/RBP/TF	protein	ER	biological regulation	regulation of biological process	catalytic	transferase	0.577122518062668	0.155917216913831	No DS	DEP, no DEG, no DS
CLCN6	ENSG00000011021	0.109568810414523	protein	neg	TRUE	1	0	1	0	2	Metabolism	protein	lysosome	localization	establishment of localization	transporter	transmembrane transporter	-0.344799473574295	-0.12960398801628	No DS	DEP + DEG, no DS
GPD2	ENSG00000115159	0.0992979499288185	protein	neg	TRUE	2	6.406608996547361e-05	0.98	0.04	7	Metabolism	protein	mitochondria	metabolic process	primary metabolic process	catalytic	oxidoreductase	-0.323089332148193	0.113094941103186	No DS	DEP, no DEG, no DS
POLDIP3	ENSG00000100227	0.257140973506876	protein	pos	TRUE	6	4.8837429545789998E-4	1	0.06	1	Nuclear/RBP/TF	protein	nucleus	metabolic process	organic substance metabolic process	binding	protein binding	0.65673171486508	0.104008666569341	DS	DEP + DS
DYNLT3	ENSG00000165169	0.249853218836245	protein	neg	TRUE	3	1.0247096656036E-3	1	0.16	5	Synaptic/ neuron	protein	nucleus	cellular process	cell cycle	binding	protein binding	-0.641327145326009	0.276862023991292	No DS	DEP + DEG, no DS
RP2	ENSG00000102218	0.174480021327009	protein	pos	TRUE	9	7.1428848799436001E-3	1	0.07	0	Nuclear/RBP/TF	protein	cytoskeleton	cellular process	protein folding	binding	protein binding	0.482006241304326	0.230328481032002	No DS	DEP, no DEG, no DS
FSD1L	ENSG00000106701	0.221459740333044	protein	neg	TRUE	1	0	1	0.01	7	Metabolism	protein	NA	NA	NA	NA	NA	-0.581310125842446	0.102627293238994	No DS	DEP, no DEG, no DS
ARL8B	ENSG00000134108	0.0787030360339937	protein	neg	TRUE	9	7.4444089216544997E-3	0.63	0.09	10	Autophagy	protein	cytoskeleton	cellular process	chromosome segregation	binding	protein binding	-0.279556612184042	-0.071002346960311	No DS	DEP, no DEG, no DS
SLC7A1	ENSG00000139514	0.113524996441946	protein	neg	TRUE	13	1.32411875596617E-2	1	0.08	6	Metabolism	protein	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	-0.353161904188834	-0.106758381462595	No DS	DEP, no DEG, no DS
GNB4	ENSG00000114450	0.232990083722944	protein	neg	TRUE	7	3.1244164229747001E-3	1	0.02	8	Synaptic/ neuron	protein	lysosome	cellular process	protein folding	binding	protein-containing complex binding	-0.605682512755369	-0.122245382891912	No DS	DEP, no DEG, no DS
FBXW9	ENSG00000132004	0.39600575080589	protein	pos	TRUE	1	0	1	0.08	9	Synaptic/ neuron	protein	cytoplasm	metabolic process	nitrogen compound metabolic process	catalytic	transferase	0.950258626116756	0.454735812915475	No DS	DEP + DEG, no DS
DNM1	ENSG00000106976	0.125826258288238	protein	neg	TRUE	8	1.4407746568963001E-3	1	0.14	4	Synaptic/ neuron	protein	extracellular	cellular process	cellular component organization	binding	protein binding	-0.379163828251013	-0.285746318166547	DS	DEP + DS
ABI2	ENSG00000138443	0.20253688384137	protein	neg	TRUE	14	4.5505596518630002E-3	1	0.21	8	Synaptic/ neuron	protein	plasma_membrane	cellular process	cellular component organization	binding	protein binding	-0.54131173513391	-0.0604020402180438	No DS	DEP, no DEG, no DS
ABCA3	ENSG00000167972	0.223956996684051	protein	neg	TRUE	2	1.8985379430539999E-4	1	0.04	6	Metabolism	protein	vesicle	response to stimulus	response to chemical	transporter	lipid transporter	-0.58658872821788	-0.0783619563591697	No DS	DEP, no DEG, no DS
PNKP	ENSG00000039650	0.168146162400167	protein	pos	TRUE	9	6.4877855788466002E-3	1	0.06	3	Nuclear/RBP/TF	protein	nucleus	cellular process	cellular response to stimulus	catalytic	hydrolase	0.46861797911674	0.0978481129154143	No DS	DEP, no DEG, no DS
RALGAPB	ENSG00000170471	0.135776982401112	protein	neg	TRUE	1	0	1	0.02	5	Synaptic/ neuron	protein	NA	biological regulation	regulation of molecular function	binding	protein binding	-0.400197277988092	-0.0959676434004556	No DS	DEP, no DEG, no DS
MVD	ENSG00000167508	0.141261865820351	protein	neg	TRUE	7	3.9498109979162997E-3	1	0.06	12	Autophagy	protein	cytoplasm	metabolic process	biosynthetic process	catalytic	lyase	-0.411791009097875	-0.236603824480135	No DS	DEP + DEG, no DS
QSOX2	ENSG00000165661	0.293351030154556	protein	pos	TRUE	2	1.3786696358620001E-4	1	0.05	8	Synaptic/ neuron	protein	nucleus	cellular process	protein folding	catalytic	oxidoreductase	0.733271110173044	0.505939382231666	No DS	DEP + DEG, no DS
MMAB	ENSG00000139428	0.277661914459427	protein	pos	TRUE	2	5.2939093650250003E-4	1	0.05	6	Metabolism	protein	mitochondria	metabolic process	nitrogen compound metabolic process	binding	drug binding	0.700108073729719	0.114203526646597	No DS	DEP, no DEG, no DS
PLPPR1	ENSG00000148123	0.101891933179101	protein	neg	TRUE	5	3.6638067666564002E-3	1	0.2	6	Metabolism	protein	nucleus	cellular process	cell communication	catalytic	hydrolase	-0.328572392043608	-0.116771667955177	No DS	DEP, no DEG, no DS
CYTH2	ENSG00000105443	0.0980558706866686	protein	neg	TRUE	2	6.179931319277789e-05	0.98	0.18	4	Synaptic/ neuron	protein	plasma_membrane	cellular process	cellular component organization	binding	protein binding	-0.320463873838538	-0.0022388793190497	No DS	DEP, no DEG, no DS
ACYP2	ENSG00000170634	0.21378239728686	protein	neg	TRUE	1	0	1	0.14	5	Synaptic/ neuron	protein	NA	metabolic process	cellular metabolic process	binding	protein binding	-0.56508205969927	-0.122239276107107	No DS	DEP, no DEG, no DS
RPRD1A	ENSG00000141425	0.154486107401273	protein	pos	TRUE	5	3.4541236013219002E-3	1	0.04	12	Autophagy	protein	nucleus	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.439743891465847	0.217644474994041	No DS	DEP + DEG, no DS
STX12	ENSG00000117758	0.121360763006541	protein	neg	TRUE	11	7.4739125508860998E-3	1	0.01	10	Autophagy	protein	extracellular	localization	establishment of localization	binding	protein binding	-0.369724839741902	-0.123275405374189	No DS	DEP, no DEG, no DS
CPNE3	ENSG00000085719	0.126943051131897	protein	pos	TRUE	6	1.2945552548620999E-3	1	0.01	4	Synaptic/ neuron	protein	plasma_membrane	cellular process	cellular response to stimulus	binding	protein binding	0.381524461093143	0.477526727983564	No DS	DEP + DEG, no DS
MYO1C	ENSG00000197879	0.216743767599121	protein	neg	TRUE	24	8.5771235499162001E-3	1	0.03	8	Synaptic/ neuron	protein	cytoskeleton	biological regulation	regulation of biological process	binding	protein binding	-0.571341687934288	0.0972428820606023	DS	DEP + DS
PRKACB	ENSG00000142875	0.107101943667409	protein	neg	TRUE	12	1.10093908304671E-2	1	0.05	2	Metabolism	protein	cytoskeleton	biological regulation	regulation of biological process	catalytic	transferase	-0.33958510754978	-0.0763181885432952	No DS	DEP, no DEG, no DS
RET	ENSG00000165731	0.391404084346437	protein	neg	TRUE	2	1.1994523156521524e-05	1	0.04	2	Metabolism	protein	plasma_membrane	biological regulation	regulation of biological process	catalytic	transferase	-0.940531804321298	-0.421778244640043	No DS	DEP + DEG, no DS
HEBP2	ENSG00000051620	0.287478942551403	protein	pos	TRUE	2	2.5928453861750003E-4	1	0.08	5	Synaptic/ neuron	protein	vesicle	biological regulation	regulation of biological quality	binding	protein binding	0.720858922069784	0.112071094999018	No DS	DEP, no DEG, no DS
MAN2B1	ENSG00000104774	0.236932349077999	protein	pos	TRUE	3	3.5009418069039999E-4	1	0.07	12	Autophagy	protein	vesicle	metabolic process	primary metabolic process	binding	protein binding	0.614015518399501	-0.0213666101297706	No DS	DEP, no DEG, no DS
TRMT6	ENSG00000089195	0.260871335311673	protein	pos	TRUE	3	7.505689009191265e-05	1	0.05	1	Nuclear/RBP/TF	protein	nucleus	metabolic process	nitrogen compound metabolic process	binding	organic cyclic compound binding	0.66461680710885	0.056754406105269	No DS	DEP, no DEG, no DS
RAB6A	ENSG00000175582	0.065189155177845	protein	neg	TRUE	11	4.9748194809525002E-3	0.96	0	11	Synaptic/ neuron	protein	golgi	localization	establishment of localization	binding	protein binding	-0.250991501693949	-0.0454788851319503	No DS	DEP, no DEG, no DS
TCEA1	ENSG00000187735	0.153686380158174	protein	pos	TRUE	6	1.4412582319862999E-3	0.96	0.02	0	Nuclear/RBP/TF	protein	nucleus	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.438053459434943	0.0818094798018584	DS	DEP + DS
AGPS	ENSG00000018510	0.117111264574058	protein	neg	TRUE	6	1.7271360629276E-3	0.99	0.04	7	Metabolism	protein	peroxisome	metabolic process	biosynthetic process	catalytic	transferase	-0.360742416887692	-0.110307834177337	No DS	DEP, no DEG, no DS
PPM1E	ENSG00000175175	0.0918752239138187	protein	neg	TRUE	3	3.2458273191839998E-4	0.67	0.02	7	Metabolism	protein	nucleus	cellular process	cellular response to stimulus	binding	protein binding	-0.307399465483453	-0.0668156021226653	No DS	DEP, no DEG, no DS
TFCP2	ENSG00000135457	0.111779316774074	protein	pos	TRUE	25	2.0242218711615599E-2	0.97	0.08	8	Synaptic/ neuron	protein	nucleus	biological regulation	regulation of biological process	binding	organic cyclic compound binding	0.349471955082144	0.233097629484419	No DS	DEP + DEG, no DS
NRXN2	ENSG00000110076	0.284425900224506	protein	neg	TRUE	1	0	1	0.05	8	Synaptic/ neuron	protein	plasma_membrane	behavior	learning or memory	binding	protein binding	-0.714405521131365	-0.267093694436156	DS	DEP + DS
MBLAC2	ENSG00000176055	0.127398496892049	protein	neg	TRUE	4	1.1521895234693001E-3	1	0.08	4	Synaptic/ neuron	protein	extracellular	NA	NA	catalytic	hydrolase	-0.382487164449749	-0.0434475338360662	No DS	DEP, no DEG, no DS
APOOL	ENSG00000155008	0.210700383164697	protein	pos	TRUE	3	2.7472025886699999E-4	1	0.07	12	Autophagy	protein	mitochondria	cellular process	secretion by cell	binding	protein binding	0.558567419318111	0.104429471853285	No DS	DEP, no DEG, no DS
APRT	ENSG00000198931	0.157829734165997	protein	pos	TRUE	1	0	0.89	0.03	7	Metabolism	protein	extracellular	cellular process	cell activation	binding	small molecule binding	0.446811518373963	0.305250460239918	No DS	DEP + DEG, no DS
SCN3A	ENSG00000153253	0.12339395989859	protein	neg	TRUE	1	0	1	0.01	4	Synaptic/ neuron	protein	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	-0.374022531462566	-0.0617177334807964	No DS	DEP, no DEG, no DS
DCTN1	ENSG00000204843	0.222513426956015	protein	neg	TRUE	27	2.3309490721394301E-2	1	0.05	9	Synaptic/ neuron	protein	cytoskeleton	cellular process	cellular component organization	binding	protein binding	-0.583537367234278	-0.0646335622252625	No DS	DEP, no DEG, no DS
HDGF	ENSG00000143321	0.133666275238537	protein	pos	TRUE	15	3.1161598960483001E-3	0.98	0.04	1	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	protein binding	0.395735748102414	0.247956670253335	No DS	DEP + DEG, no DS
PPP1R18	ENSG00000146112	0.303079720259167	protein	pos	TRUE	5	2.9184505522652001E-3	1	0.07	5	Synaptic/ neuron	protein	cytoskeleton	NA	NA	binding	protein binding	0.753835233145585	0.116160837080653	No DS	DEP, no DEG, no DS
FKBP10	ENSG00000141756	0.350857134704788	protein	pos	TRUE	3	4.7717447131659997E-4	1	0.02	12	Autophagy	protein	ER	metabolic process	nitrogen compound metabolic process	binding	ion binding	0.854825254968159	0.520374685755528	No DS	DEP + DEG, no DS
MACROD1	ENSG00000133315	0.106725909991268	protein	neg	TRUE	4	8.9706032454550005E-4	0.99	0.02	4	Synaptic/ neuron	protein	nucleus	cellular process	cellular response to stimulus	catalytic	hydrolase	-0.338790262336824	-0.080229512425301	No DS	DEP, no DEG, no DS
AKT3	ENSG00000117020	0.496446695364115	protein	neg	TRUE	5	1.9868737485805002E-3	1	0.12	0	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	catalytic	transferase	-1.16256674911827	-0.612518037765122	DS	DEP + DS
COL6A1	ENSG00000142156	0.0944190004919056	protein	pos	TRUE	2	8.015983736145272e-05	0.73	0.08	3	Nuclear/RBP/TF	protein	protein complex	cellular process	cellular component organization	structural molecule	extracellular matrix structural constituent	0.312776400487442	0.155810877229479	No DS	DEP + DEG, no DS
TOR1AIP1	ENSG00000143337	0.138762232599714	protein	pos	TRUE	1	0	1	0.03	3	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of molecular function	binding	protein binding	0.406507382588787	-0.0014535247399562	No DS	DEP, no DEG, no DS
ABLIM1	ENSG00000099204	0.194434982524178	protein	neg	TRUE	10	3.2834247211127E-3	1	0.05	8	Synaptic/ neuron	protein	cytoskeleton	cellular process	cellular component organization	binding	protein binding	-0.524186254395332	-0.050882878426922	No DS	DEP, no DEG, no DS
PDE2A	ENSG00000186642	0.13824246907537	protein	neg	TRUE	7	3.0611653689676999E-3	1	0.04	2	Metabolism	protein	cytoplasm	cellular process	cellular response to stimulus	binding	ion binding	-0.405408726868817	0.41831587998703	No DS	DEP + DEG, no DS
SHOC2	ENSG00000108061	0.179418221415651	protein	neg	TRUE	6	3.6803988658475001E-3	1	0.05	0	Nuclear/RBP/TF	protein	protein complex	biological regulation	regulation of biological process	binding	protein binding	-0.492444414665167	-0.00943024264686	No DS	DEP, no DEG, no DS
SERINC1	ENSG00000111897	0.445188752918611	protein	neg	TRUE	3	3.0772627044667999E-3	1	0.05	6	Metabolism	protein	extracellular	metabolic process	cellular metabolic process	binding	protein binding	-1.05421972393457	-0.167407338569265	No DS	DEP + DEG, no DS
SYP	ENSG00000102003	0.0997642713071885	protein	neg	TRUE	12	6.6185836214110996E-3	1	0.11	4	Synaptic/ neuron	protein	vesicle	cellular process	cellular component organization	binding	protein binding	-0.324075023959363	-0.143965354663668	No DS	DEP + DEG, no DS
PFKP	ENSG00000067057	0.306710381209783	protein	neg	TRUE	11	7.2279937448447998E-3	1	0.07	8	Synaptic/ neuron	protein	extracellular	cellular process	cellular response to stimulus	catalytic	transferase	-0.76150958164032	-0.720678692591801	DS	DEP + DS
ARMC10	ENSG00000170632	0.370092557922161	protein	pos	TRUE	3	6.0062880463289999E-4	1	0.09	10	Autophagy	protein	ER	biological regulation	regulation of biological process	NA	NA	0.895484336942969	0.289653651991062	No DS	DEP + DEG, no DS
CXADR	ENSG00000154639	0.182354160399302	protein	neg	TRUE	20	1.2475114773327399E-2	1	0.04	8	Synaptic/ neuron	protein	plasma_membrane	cellular process	movement of cell or subcellular component	binding	protein binding	-0.498650287156785	0.0700440339409644	No DS	DEP, no DEG, no DS
CHAMP1	ENSG00000198824	0.213713879099801	protein	pos	TRUE	6	1.6047876917968001E-3	1	0.01	3	Nuclear/RBP/TF	protein	nucleus	localization	cellular localization	binding	protein binding	0.564937228647052	-0.19072664016134	No DS	DEP + DEG, no DS
PDIA6	ENSG00000143870	0.156840634643841	protein	pos	TRUE	1	0	1	0.05	0	Nuclear/RBP/TF	protein	extracellular	cellular process	protein folding	catalytic	oxidoreductase	0.444720798658668	-0.0319816277541724	No DS	DEP, no DEG, no DS
PRKAR2B	ENSG00000005249	0.0910217677488396	protein	neg	TRUE	16	1.6756768597675199E-2	0.95	0.11	2	Metabolism	protein	cytoskeleton	biological regulation	regulation of biological process	binding	protein binding	-0.305595463368103	-0.0645069866351362	No DS	DEP, no DEG, no DS
SMARCE1	ENSG00000073584	0.270728779866231	protein	pos	TRUE	13	7.9913934113512008E-3	1	0.02	3	Nuclear/RBP/TF	protein	nucleus	cellular process	cellular component organization	binding	protein binding	0.685453086179846	-0.0754810740814428	No DS	DEP, no DEG, no DS
SORCS2	ENSG00000184985	0.148979505121761	protein	neg	TRUE	2	0	1	0.13	12	Autophagy	protein	membrane	cellular process	cell communication	molecular transducer	signaling receptor	-0.428104251882397	-0.0257906359762443	No DS	DEP, no DEG, no DS
ATP6V1A	ENSG00000114573	0.118245805646132	protein	neg	TRUE	16	1.1007166615417299E-2	0.9	0.01	10	Autophagy	protein	lysosome	cellular process	cellular response to stimulus	catalytic	hydrolase	-0.363140565237845	-0.265970625430695	No DS	DEP + DEG, no DS
NUDT11	ENSG00000196368	0.111455766249629	protein	neg	TRUE	1	0	0.78	0.14	5	Synaptic/ neuron	protein	cytoplasm	metabolic process	cellular metabolic process	catalytic	hydrolase	-0.348788046693556	-0.0741628197915479	No DS	DEP, no DEG, no DS
CCDC124	ENSG00000007080	0.210402098623167	protein	pos	TRUE	3	1.356523166273E-4	1	0.03	1	Nuclear/RBP/TF	protein	cytoskeleton	cellular process	cell cycle	binding	organic cyclic compound binding	0.557936917171691	0.129695174054212	No DS	DEP, no DEG, no DS
QDPR	ENSG00000151552	0.0754080304722727	protein	neg	TRUE	1	0	0.8	0.05	1	Nuclear/RBP/TF	protein	extracellular	cellular process	cellular response to stimulus	catalytic	oxidoreductase	-0.272591758864856	-0.358101855928485	No DS	DEP + DEG, no DS
XPO7	ENSG00000130227	0.0999814755779274	protein	pos	TRUE	5	1.420831499051E-3	0.94	0.02	0	Nuclear/RBP/TF	protein	nucleus	localization	macromolecule localization	molecular carrier	nucleocytoplasmic carrier	0.32453414181445	0.188724877513494	No DS	DEP + DEG, no DS
CHORDC1	ENSG00000110172	0.124051377026742	protein	neg	TRUE	9	2.0573997208318002E-3	0.96	0	0	Nuclear/RBP/TF	protein	NA	biological regulation	regulation of biological process	binding	protein binding	-0.375412153962841	0.0776499888388666	No DS	DEP, no DEG, no DS
APPL1	ENSG00000157500	0.107947645687294	protein	pos	TRUE	9	4.4447754134635002E-3	1	0.31	5	Synaptic/ neuron	protein	vesicle	biological regulation	regulation of biological process	binding	protein binding	0.341372719257834	0.131960514042691	No DS	DEP, no DEG, no DS
RAC1	ENSG00000136238	0.0926292706991755	protein	neg	TRUE	65	6.6515387798668002E-2	0.65	0	8	Synaptic/ neuron	protein	plasma_membrane	biological regulation	regulation of biological process	binding	protein binding	-0.30899333995724	-0.026513974401051	No DS	DEP, no DEG, no DS
CYFIP1	ENSG00000273749	0.386001090757291	protein	pos	TRUE	10	9.4997714226750004E-4	1	0.06	8	Synaptic/ neuron	protein	plasma_membrane	cellular process	cellular component organization	binding	protein binding	0.929111168717499	0.240537344592225	DS	DEP + DS
RAB39B	ENSG00000155961	0.114964080711414	protein	neg	TRUE	3	2.77417152308E-4	0.98	0.11	7	Metabolism	protein	plasma_membrane	biological regulation	regulation of biological process	binding	protein binding	-0.356203783986317	-0.129446282159493	No DS	DEP, no DEG, no DS
BDH1	ENSG00000161267	0.200949358658118	protein	neg	TRUE	2	2.1562981659020001E-4	0.7	0.01	6	Metabolism	protein	mitochondria	metabolic process	cellular metabolic process	catalytic	oxidoreductase	-0.537956086764051	-0.0970175958511515	No DS	DEP, no DEG, no DS
SLC2A3	ENSG00000059804	0.0874837178502234	protein	neg	TRUE	2	5.246395800315026e-05	0.87	0.06	10	Autophagy	protein	endomembrane	localization	establishment of localization	transporter	transmembrane transporter	-0.29811687247706	-0.0499609876872098	No DS	DEP, no DEG, no DS
TMEM178B	ENSG00000261115	0.182143527758534	protein	pos	TRUE	1	0	1	0.04	5	Synaptic/ neuron	protein	membrane	NA	NA	NA	NA	0.498205060154977	0.291186627656338	No DS	DEP + DEG, no DS
SCAMP1	ENSG00000085365	0.124217596306356	protein	neg	TRUE	13	1.03357224863262E-2	1	0.03	8	Synaptic/ neuron	protein	NA	localization	establishment of localization	binding	protein binding	-0.375763501746523	0.172648730481974	No DS	DEP, no DEG, no DS
PHYHIPL	ENSG00000165443	0.150167930272255	protein	neg	TRUE	3	9.3846936925179997E-4	1	0.1	0	Nuclear/RBP/TF	protein	cytoplasm	NA	NA	NA	NA	-0.430616298280796	-0.170972334136713	No DS	DEP + DEG, no DS
TMEM132A	ENSG00000006118	0.320880071953407	protein	neg	TRUE	1	0	1	0.02	2	Metabolism	protein	extracellular	metabolic process	nitrogen compound metabolic process	NA	NA	-0.791460917308482	0.0824725696025432	No DS	DEP, no DEG, no DS
PLXNB1	ENSG00000164050	0.184789016896676	protein	neg	TRUE	5	1.0043620481433001E-3	1	0.13	8	Synaptic/ neuron	protein	plasma_membrane	biological regulation	regulation of biological process	molecular transducer	signaling receptor	-0.503796991172852	-0.12675710500556	No DS	DEP, no DEG, no DS
RUNDC3B	ENSG00000105784	0.336173920964434	protein	neg	TRUE	1	0	1	0.06	12	Autophagy	protein	NA	NA	NA	NA	NA	-0.82378845456215	-0.0320246787716845	No DS	DEP, no DEG, no DS
CACNB1	ENSG00000067191	0.150722350417703	protein	neg	TRUE	1	0	1	0.09	1	Nuclear/RBP/TF	protein	plasma_membrane	cellular process	cellular response to stimulus	transporter	transmembrane transporter	-0.431788209805044	-0.077716796832948	No DS	DEP, no DEG, no DS
PLEKHA5	ENSG00000052126	0.131020359538567	protein	pos	TRUE	11	3.8132164452994999E-3	1	0.06	8	Synaptic/ neuron	protein	nucleus	multicellular organismal process	multicellular organism development	binding	lipid binding	0.390142915434904	-0.0338006252615415	No DS	DEP, no DEG, no DS
COPS7B	ENSG00000144524	0.179748076342811	protein	pos	TRUE	6	5.603998523046E-4	1	0.07	4	Synaptic/ neuron	protein	nucleus	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.493141649052559	0.194242798128119	No DS	DEP + DEG, no DS
MTOR	ENSG00000198793	0.109744314446812	protein	neg	TRUE	19	1.2506162450517401E-2	0.95	0.08	0	Nuclear/RBP/TF	protein	protein complex	biological regulation	regulation of biological process	binding	protein binding	-0.345170447103451	0.0314249840713116	DS	DEP + DS
DHRS7	ENSG00000100612	0.107809487989905	protein	neg	TRUE	3	7.6662180636549997E-4	1	0.07	6	Metabolism	protein	membrane	metabolic process	oxidation-reduction process	catalytic	oxidoreductase	-0.34108068694432	-0.460161989695366	No DS	DEP + DEG, no DS
OPA1	ENSG00000198836	0.117829727879193	protein	neg	TRUE	5	9.6317327526680002E-4	0.96	0.11	4	Synaptic/ neuron	protein	mitochondria	cellular process	cellular component organization	binding	ion binding	-0.362261076398806	-0.0317153147647626	No DS	DEP, no DEG, no DS
ACOT7	ENSG00000097021	0.0934189127563803	protein	neg	TRUE	7	4.6840899946482004E-3	1	0.11	9	Synaptic/ neuron	protein	extracellular	metabolic process	cellular metabolic process	binding	amide binding	-0.310662454318376	-0.159200972621417	No DS	DEP + DEG, no DS
ERMP1	ENSG00000099219	0.118827814089923	protein	neg	TRUE	5	4.4001737251322002E-3	1	0.09	6	Metabolism	protein	ER	metabolic process	nitrogen compound metabolic process	catalytic	hydrolase	-0.364370791823385	-0.218189753310963	No DS	DEP, no DEG, no DS
CORO1C	ENSG00000110880	0.184934463357136	protein	neg	TRUE	3	2.2414254773830001E-4	1	0.1	8	Synaptic/ neuron	protein	plasma_membrane	biological regulation	regulation of biological process	binding	protein binding	-0.504104430187422	-0.0559057553565022	No DS	DEP, no DEG, no DS
PRNP	ENSG00000171867	0.320114869988735	protein	neg	TRUE	46	6.2946267113388896E-2	1	0.09	4	Synaptic/ neuron	protein	plasma_membrane	biological regulation	regulation of biological process	binding	protein binding	-0.789843463454865	-0.452268799224723	No DS	DEP + DEG, no DS
UBE2Z	ENSG00000159202	0.0465154048163331	protein	neg	TRUE	8	8.0943094945202E-3	0.99	0.09	5	Synaptic/ neuron	protein	nucleus	cellular process	cell death	binding	protein binding	-0.211519661737753	-0.0928279026016502	No DS	DEP, no DEG, no DS
TSPAN13	ENSG00000106537	0.408654265585486	protein	neg	TRUE	1	0	1	0.06	6	Metabolism	protein	plasma_membrane	biological regulation	regulation of biological process	molecular function regulator	channel regulator	-0.97699455978827	-0.118147799909135	No DS	DEP, no DEG, no DS
DYNLL2	ENSG00000264364	0.118331131971909	protein	neg	TRUE	15	9.0190834136585993E-3	1	0.11	9	Synaptic/ neuron	protein	cytoskeleton	cellular process	cellular component organization	binding	protein binding	-0.363320924673413	-0.152649018486601	No DS	DEP + DEG, no DS
PLCL2	ENSG00000154822	0.0839767010631792	protein	neg	TRUE	1	0	1	0.09	0	Nuclear/RBP/TF	protein	cytoplasm	biological regulation	regulation of biological process	binding	protein binding	-0.290703878158189	-0.198590309595038	No DS	DEP + DEG, no DS
PCDHA4	ENSG00000204967	0.32932446161977	protein	neg	TRUE	2	7.898826970616526e-05	1	0.03	3	Nuclear/RBP/TF	protein	plasma_membrane	biological adhesion	cell adhesion	binding	protein binding	-0.809310336465622	-0.161601340585348	No DS	DEP + DEG, no DS
ACSL1	ENSG00000151726	0.0750209734569679	protein	neg	TRUE	3	1.737593699663E-4	0.72	0.02	6	Metabolism	protein	mitochondria	metabolic process	primary metabolic process	catalytic	ligase	-0.271773612950604	0.116364280765706	No DS	DEP, no DEG, no DS
ATP1B3	ENSG00000069849	0.104479040894533	protein	neg	TRUE	11	8.456611089277E-3	0.99	0.06	6	Metabolism	protein	extracellular	biological regulation	regulation of biological quality	catalytic	hydrolase	-0.334040918703547	-0.126912598239207	No DS	DEP + DEG, no DS
SH3PXD2B	ENSG00000174705	0.128394668363341	protein	neg	TRUE	3	3.1154681768570002E-4	1	0.08	12	Autophagy	protein	cytoskeleton	multicellular organismal process	multicellular organism development	binding	lipid binding	-0.38459283257332	-0.160657998558696	No DS	DEP + DEG, no DS
TXNRD1	ENSG00000198431	0.0941642831472288	protein	neg	TRUE	6	1.9802024344129001E-3	1	0.01	9	Synaptic/ neuron	protein	extracellular	cellular process	cellular response to stimulus	catalytic	oxidoreductase	-0.312237988970285	-0.16707418733378	No DS	DEP + DEG, no DS
